Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000000,14.0,-0.06871275008401437,0.2116991619191048,0.9485118022193901,0.10835796683919904,1.0
ENSG00000000001,9.833333333333334,0.14684138832927118,0.14514352601243372,-0.3814346760351237,0.27122361423092406,1.0
ENSG00000000002,8.5,-0.05658352836636726,0.09059493100910788,-0.5645913928917426,0.5421176419491892,1.0
ENSG00000000003,7.0,0.13750352374993474,0.30138837650181416,-1.9374479729936094,0.24803058334801104,1.0
ENSG00000000004,14.333333333333332,-0.06711419585853691,0.057678986098069984,-0.012124547427128325,0.6052207689932245,1.0
ENSG00000000005,14.333333333333334,0.0,0.0038602950603652446,0.20434943003648348,0.7315702875502126,1.0
ENSG00000000006,17.333333333333336,-0.05549511259170374,0.17823523197898739,0.729307645853595,0.1837423368786441,1.0
ENSG00000000007,12.666666666666666,0.0,0.02063888721726949,-1.9177635997752938,0.860193504488371,1.0
ENSG00000000008,15.0,0.06413033741971587,0.19637334777733037,1.6503282472003318,0.8646302946923781,1.0
ENSG00000000009,10.333333333333332,-0.09310940439148147,0.019024334937875725,0.7489837502894441,0.12917088849314556,1.0
ENSG00000000010,11.833333333333332,0.20353339408513188,0.08867540886351127,0.7033826186034501,0.6905448246210351,1.0
ENSG00000000011,13.833333333333332,-0.03476541816067664,0.1052599497972558,-0.005826106807666052,0.8476127058593014,1.0
ENSG00000000012,9.5,0.6698513983076692,0.2628927319929571,-1.690054552077683,0.6869900515251003,1.0
ENSG00000000013,16.0,-0.06012099243757074,0.42413293636622396,-0.09285427015992957,0.4691990914310616,1.0
ENSG00000000014,8.333333333333334,-0.7062687969432899,0.13796645420369194,1.112866277661617,0.7404368924392808,1.0
ENSG00000000015,13.833333333333332,-0.03476541816067664,0.11947668464592243,-2.340006376502143,0.8133054489247064,1.0
ENSG00000000016,13.166666666666666,0.10962449117449823,0.3641937011539463,-0.20607600766367729,0.46209043047014164,1.0
ENSG00000000017,15.5,-0.28010791919273537,0.023315769055947358,-0.9477328298858384,0.2114533652596891,1.0
ENSG00000000018,16.833333333333332,0.20029865048583131,0.11055872762061299,-0.3847567197594384,0.16899794672434174,1.0
ENSG00000000019,17.5,-0.027480736422107174,0.06908285796305046,0.7591255412298461,0.15366516999652535,1.0
ENSG00000000020,6.0,0.48542682717024166,0.19983513599395233,0.41835446348931826,0.9275711562754719,1.0
ENSG00000000021,12.5,-0.4262647547020982,0.3728293797878487,-2.446258179915583,0.5775336598061579,1.0
ENSG00000000022,10.0,-0.09621531525930334,0.14717716018925212,0.29269130296216717,0.35421421975293615,1.0
ENSG00000000023,22.833333333333332,-0.06319382648719396,0.12168722509367187,-0.05093543531601611,0.7932357741634007,1.0
ENSG00000000024,9.833333333333334,-0.14684138832927113,0.22464410179437166,-0.021252577947982607,0.9861519394122042,1.0
ENSG00000000025,7.0,0.0,0.06922836571948254,-1.8994552516280803,0.054531743369218635,1.0
ENSG00000000026,6.166666666666666,-0.07800251200127305,0.3311564194891603,-0.0066889308509490795,0.11213312048031127,1.0
ENSG00000000027,8.5,0.28379296600059134,0.3942507418212961,-0.3996714592583262,0.3106529203427411,1.0
